,cell_id,cathode_weight,cathode_loading_density,cathode_porosity,cathode_AM_thickness,anode_loading_density,anode_porosity,anode_AM_thickness,energy_0.1C,energy_0.2C,energy_0.5C,energy_1C,energy_2C,energy_3C,energy_5C,energy_density_0.1C,energy_density_0.2C,energy_density_0.5C,energy_density_1C,energy_density_2C,energy_density_3C,energy_density_5C,capacity_0.1C,capacity_0.2C,capacity_0.5C,capacity_1C,capacity_2C,capacity_3C,capacity_5C,specific_capacity_0.1C,specific_capacity_0.2C,specific_capacity_0.5C,specific_capacity_1C,specific_capacity_2C,specific_capacity_3C,specific_capacity_5C
174,3.2-19,0.0114,15.6609,19.2014,45.7,10.3938,0.2568,61.8,0.0059,0.006,0.005,0.0036,0.0022,0.0014,0.0006,0.5135,0.5227,0.4351,0.3109,0.1944,0.1239,0.0509,1.6909999999999998,1.662,1.3980000000000001,1.002,0.637,0.41600000000000004,0.179,147.8147,145.2797,122.2028,87.5874,55.6818,36.3636,15.6469
175,3.2-20,0.0114,15.6609,19.0242,45.6,10.3938,0.258,61.9,0.0064,0.0063,0.0052,0.0044,0.0027,0.0017,0.0007,0.5595,0.5532,0.4567,0.3802,0.2324,0.1439,0.0597,1.794,1.745,1.443,1.222,0.762,0.483,0.21,156.8182,152.535,126.1364,106.8182,66.6084,42.2203,18.3566
176,3.2-21,0.0114,15.6609,19.2014,45.7,10.3938,0.252,61.4,0.0058,0.006,0.0051,0.0042,0.0028,0.0017,0.0007,0.5071,0.5272,0.4454,0.3688,0.2447,0.1455,0.0615,1.656,1.661,1.409,1.183,0.802,0.486,0.213,144.7552,145.1923,123.1643,103.4091,70.1049,42.4825,18.6189
177,3.2-22,0.0114,15.5335,19.8583,45.7,10.4588,0.2606,62.5,0.0049,0.0042,0.0029,0.0016,0.0008,0.0004,0.0001,0.4282,0.3659,0.255,0.1366,0.0687,0.0356,0.0123,1.426,1.186,0.8390000000000001,0.44299999999999995,0.22899999999999998,0.12300000000000001,0.045,125.6388,104.4934,73.9207,39.0308,20.1762,10.837,3.9648
178,3.2-23,0.011000000000000001,15.0242,21.4546,45.1,10.3938,0.264,62.4,0.0039,0.0039,0.0031,0.0018,0.001,0.0006,0.0002,0.3595,0.3593,0.281,0.1647,0.0926,0.0571,0.022000000000000002,1.104,1.107,0.8809999999999999,0.512,0.294,0.188,0.076,100.6381,100.9116,80.3099,46.6727,26.8004,17.1377,6.928
179,3.2-24,0.011000000000000001,15.0242,20.9287,44.8,9.8091,0.2998,61.9,0.0046,0.0041,0.0031,0.0019,0.0011,0.0007,0.0003,0.423,0.3773,0.282,0.1706,0.0959,0.0612,0.0258,1.359,1.163,0.88,0.529,0.304,0.201,0.08800000000000001,123.8833,106.0164,80.2188,48.2224,27.7119,18.3227,8.0219
180,3.2-26,0.0111,15.1516,19.5402,44.4,9.8741,0.2974,62.1,0.0054,0.0052,0.0041,0.0028,0.0014,0.0008,0.0003,0.4918,0.4654,0.3733,0.2523,0.128,0.0743,0.0283,1.561,1.449,1.1640000000000001,0.7929999999999999,0.41,0.245,0.098,141.0117,130.8943,105.1491,71.6351,37.037,22.1319,8.8528
181,3.3-1,0.0112,15.2789,32.0295,53.0,10.1339,0.40299999999999997,75.0,0.0076,0.0074,0.0071,0.0067,0.0055,0.0033,0.0013,0.6819,0.6625,0.6319,0.5979,0.4959,0.2965,0.1134,2.088,1.994,1.921,1.8519999999999999,1.585,0.953,0.375,187.0968,178.6738,172.1326,165.9498,142.0251,85.3943,33.6022
182,3.3-2,0.0114,15.6609,30.3302,53.0,10.1989,0.3991,75.0,0.0075,0.0071,0.006999999999999999,0.0068,0.0059,0.0038,0.0015,0.6554,0.6212,0.61,0.59,0.5144,0.3306,0.1323,2.072,1.9080000000000001,1.892,1.8619999999999999,1.675,1.079,0.442,181.1189,166.7832,165.3846,162.7622,146.4161,94.3182,38.6364
183,3.3-3,0.0114,15.6609,30.3302,53.0,10.1989,0.3991,75.0,0.0075,0.0071,0.0071,0.0067,0.0057,0.0037,0.0015,0.6571,0.6205,0.6175,0.5861,0.5018,0.3237,0.1309,2.077,1.91,1.9240000000000002,1.859,1.643,1.0659999999999998,0.441,181.5559,166.958,168.1818,162.5,143.6189,93.1818,38.549
184,3.3-4,0.0111,15.1516,32.5959,53.0,9.9391,0.4144,75.0,0.0073,0.0069,0.0068,0.0065,0.0057,0.0039,0.0017,0.6616,0.6267,0.6121,0.59,0.5121,0.348,0.1529,2.0269999999999997,1.864,1.8419999999999999,1.8090000000000002,1.6219999999999999,1.11,0.498,183.1075,168.38299999999998,166.3957,163.4146,146.5221,100.271,44.9865
185,3.3-5,0.011000000000000001,15.0242,33.1624,53.0,10.068999999999999,0.4068,75.0,0.0072,0.0067,0.006,0.0051,0.0034,0.0022,0.0012,0.6513,0.6081,0.5458,0.4616,0.3079,0.1958,0.109,1.994,1.798,1.6219999999999999,1.3969999999999998,0.953,0.611,0.35100000000000003,181.7685,163.9016,147.8578,127.3473,86.8733,55.6974,31.9964
186,3.3-6,0.0113,15.4062,31.4631,53.0,10.068999999999999,0.4068,75.0,0.0073,0.0067,0.0061,0.006,0.0049,0.0035,0.002,0.6479,0.5920000000000001,0.5414,0.5327,0.4332,0.3097,0.1761,2.019,1.788,1.643,1.65,1.382,0.9990000000000001,0.5820000000000001,179.4667,158.9333,146.0444,146.6667,122.8444,88.8,51.7333
187,3.3-7,0.0112,15.2789,24.7926,47.9,9.9391,0.4025,73.5,0.0065,0.0063,0.0053,0.0041,0.0026,0.0016,0.0007,0.5844,0.568,0.4788,0.371,0.2338,0.1447,0.067,1.8230000000000002,1.729,1.469,1.157,0.75,0.475,0.23199999999999998,163.3513,154.9283,131.6308,103.6738,67.2043,42.5627,20.7885
188,3.3-9,0.0114,15.6609,22.0992,47.4,10.004,0.409,74.8,0.0067,0.0063,0.0052,0.0041,0.0027,0.0018,0.0009,0.584,0.5541,0.4583,0.3566,0.2357,0.1557,0.0802,1.874,1.744,1.446,1.137,0.77,0.519,0.28,163.8112,152.4476,126.3986,99.3881,67.3077,45.3671,24.4755
189,3.3-10,0.0116,15.9155,21.495,47.8,10.068999999999999,0.3963,73.7,0.0064,0.0061,0.0048,0.0035,0.0022,0.0016,0.0008,0.5519,0.526,0.4098,0.2988,0.1928,0.1333,0.0708,1.8090000000000002,1.699,1.3230000000000002,0.9740000000000001,0.642,0.455,0.254,155.546,146.0877,113.7575,83.7489,55.2021,39.123000000000005,21.8401
190,3.3-11,0.0115,15.7882,21.2998,47.3,9.8741,0.3593,68.1,0.0062,0.0061,0.0049,0.0037,0.0023,0.0015,0.0008,0.5406,0.5292,0.4261,0.3233,0.1949,0.1323,0.0708,1.756,1.663,1.3519999999999999,1.046,0.637,0.44299999999999995,0.25,152.2984,144.2324,117.2593,90.7199,55.2472,38.4215,21.6826
191,3.3-12,0.0114,15.6609,23.073,48.0,9.9391,0.3589,68.5,0.0061,0.0058,0.0046,0.0033,0.0021,0.0015,0.0008,0.534,0.5106,0.4001,0.2897,0.1873,0.1311,0.0682,1.723,1.601,1.26,0.932,0.615,0.44299999999999995,0.244,150.6119,139.9476,110.1399,81.4685,53.7587,38.7238,21.3287
192,3.3-13,0.0116,15.9155,21.9847,48.1,10.068999999999999,0.3777,71.5,0.0065,0.0063,0.0051,0.0042,0.0031,0.0022,0.0013,0.5542,0.5449,0.4381,0.3589,0.2669,0.192,0.1133,1.814,1.719,1.382,1.155,0.8809999999999999,0.644,0.39399999999999996,155.9759,147.8074,118.8306,99.3121,75.7524,55.373999999999995,33.8779
193,3.3-15,0.0112,15.2789,25.1053,48.1,10.004,0.3712,70.3,0.0066,0.0065,0.0059,0.0054,0.004,0.0026,0.0012,0.5872,0.5789,0.5301,0.4876,0.3612,0.2332,0.1076,1.8119999999999998,1.7530000000000001,1.618,1.524,1.161,0.76,0.365,162.3656,157.0789,144.9821,136.5591,104.0323,68.1004,32.7061
194,3.3-16,0.0115,15.7882,21.6312,47.5,10.1339,0.4022,74.9,0.0072,0.0071,0.0066,0.0059,0.0035,0.0018,0.0007,0.6266,0.6174,0.5719,0.5107,0.3058,0.1574,0.0635,1.989,1.936,1.82,1.6580000000000001,1.0090000000000001,0.527,0.221,172.5065,167.9098,157.8491,143.7988,87.5108,45.7069,19.1674
195,3.3-17,0.0114,15.6609,23.3922,48.2,10.068999999999999,0.376,71.3,0.006999999999999999,0.0069,0.0066,0.0061,0.004,0.0021,0.0008,0.6106,0.6013,0.578,0.5294,0.3491,0.1833,0.0708,1.919,1.864,1.814,1.6980000000000002,1.14,0.604,0.24100000000000002,167.7448,162.9371,158.5664,148.4266,99.6504,52.7972,21.0664
196,3.3-18,0.0114,15.6609,23.7087,48.4,10.004,0.3877,72.2,0.0067,0.0067,0.006,0.0053,0.0037,0.0022,0.0009,0.5885,0.5816,0.5223,0.4625,0.3231,0.1901,0.0754,1.874,1.819,1.64,1.479,1.058,0.633,0.259,163.8112,159.0035,143.3566,129.2832,92.4825,55.3322,22.6399
197,3.3-19,0.0114,15.5335,23.6984,48.0,10.004,0.3694,70.1,0.0071,0.0069,0.0064,0.0058,0.0035,0.0018,0.0007,0.6269,0.6063,0.5638,0.5064,0.3112,0.1584,0.0609,1.954,1.868,1.7619999999999998,1.618,1.012,0.524,0.209,172.1586,164.5815,155.2423,142.5551,89.163,46.1674,18.4141
198,3.3-20,0.0113,15.4062,22.2172,46.7,9.8741,0.3794,70.3,0.0068,0.0066,0.006,0.0053,0.0028,0.0013,0.0005,0.6004,0.5821,0.5371,0.4678,0.2468,0.1128,0.0426,1.895,1.786,1.669,1.482,0.7929999999999999,0.368,0.14400000000000002,168.4444,158.7556,148.3556,131.7333,70.4889,32.7111,12.8
199,3.3-21,0.0114,15.5335,21.0673,46.4,10.004,0.3936,72.9,0.0057,0.0052,0.0043,0.0036,0.0019,0.001,0.0004,0.5042,0.4586,0.3772,0.314,0.1706,0.0846,0.032,1.6119999999999999,1.453,1.193,1.013,0.562,0.285,0.11199999999999999,142.0264,128.0176,105.1101,89.2511,49.5154,25.1101,9.8678
200,3.3-22,0.0114,15.6609,20.7619,46.6,9.9391,0.3909,72.1,0.0071,0.0067,0.0059,0.0052,0.0026,0.0012,0.0004,0.6162,0.5870000000000001,0.5178,0.4502,0.22699999999999998,0.1064,0.0392,1.962,1.8430000000000002,1.645,1.4609999999999999,0.7490000000000001,0.359,0.13699999999999998,171.5035,161.1014,143.7937,127.7098,65.472,31.3811,11.9755
201,3.3-23,0.0114,15.6609,20.4203,46.4,10.068999999999999,0.3922,73.2,0.0067,0.0065,0.0062,0.0058,0.0039,0.002,0.0008,0.5886,0.5712,0.5444,0.5096,0.3365,0.1761,0.0657,1.88,1.776,1.714,1.641,1.107,0.586,0.226,164.3357,155.2448,149.8252,143.4441,96.7657,51.2238,19.7552
202,3.3-24,0.0114,15.5335,22.2404,47.1,10.004,0.386,72.0,0.0065,0.0063,0.0052,0.0041,0.0022,0.0013,0.0005,0.575,0.5516,0.4604,0.3628,0.195,0.1121,0.0434,1.798,1.709,1.442,1.163,0.634,0.373,0.151,158.4141,150.5727,127.0485,102.46700000000001,55.858999999999995,32.8634,13.304
203,3.3-25,0.0114,15.5335,20.2075,45.9,10.1989,0.3835,73.1,0.0063,0.0062,0.0051,0.0043,0.0025,0.0014,0.0005,0.5572,0.5419,0.452,0.3776,0.2199,0.1216,0.0479,1.795,1.6980000000000002,1.425,1.215,0.72,0.406,0.166,158.1498,149.6035,125.5507,107.0485,63.4361,35.7709,14.6256
204,3.3-26,0.0114,15.6609,20.7619,46.6,10.068999999999999,0.3716,70.8,0.0057,0.0053,0.0041,0.003,0.0016,0.0009,0.0003,0.4954,0.4611,0.3621,0.2639,0.1434,0.081,0.0298,1.621,1.4780000000000002,1.169,0.861,0.48100000000000004,0.28,0.107,141.6958,129.1958,102.1853,75.2622,42.0455,24.4755,9.3532
205,3.3-27,0.0115,15.7882,22.1231,47.8,10.1339,0.3941,73.9,0.0075,0.006999999999999999,0.0065,0.0056,0.0022,0.0007,0.0003,0.6458,0.6105,0.5659,0.4865,0.188,0.0637,0.0277,2.044,1.9,1.7890000000000001,1.569,0.618,0.213,0.095,177.2767,164.7875,155.1605,136.0798,53.5993,18.4736,8.2394
